
:showdown:,true
:+1:,true
:-1:,true
:100:,true
:1234:,true
:1st_place_medal:,true
:2nd_place_medal:,true
:3rd_place_medal:,true
:8ball:,true
:a:,true
:ab:,true
:abc:,true
:abcd:,true
:accept:,true
:aerial_tramway:,true
:afghanistan:,false
:airplane:,true
:aland_islands:,false
:alarm_clock:,true
:albania:,false
:alembic:,true
:algeria:,false
:alien:,true
:ambulance:,true
:american_samoa:,false
:amphora:,true
:anchor:,true
:andorra:,false
:angel:,true
:anger:,true
:angola:,false
:angry:,true
:anguilla:,false
:anguished:,true
:ant:,true
:antarctica:,false
:antigua_barbuda:,false
:apple:,true
:aquarius:,true
:argentina:,false
:aries:,true
:armenia:,false
:arrow_backward:,true
:arrow_double_down:,true
:arrow_double_up:,true
:arrow_down:,true
:arrow_down_small:,true
:arrow_forward:,true
:arrow_heading_down:,true
:arrow_heading_up:,true
:arrow_left:,true
:arrow_lower_left:,true
:arrow_lower_right:,true
:arrow_right:,true
:arrow_right_hook:,true
:arrow_up:,true
:arrow_up_down:,true
:arrow_up_small:,true
:arrow_upper_left:,true
:arrow_upper_right:,true
:arrows_clockwise:,true
:arrows_counterclockwise:,true
:art:,true
:articulated_lorry:,true
:artificial_satellite:,true
:aruba:,false
:asterisk:,false
:astonished:,true
:athletic_shoe:,true
:atm:,true
:atom:,false
:atom_symbol:,true
:australia:,false
:austria:,false
:avocado:,true
:azerbaijan:,false
:b:,true
:baby:,true
:baby_bottle:,true
:baby_chick:,true
:baby_symbol:,true
:back:,true
:bacon:,true
:badminton:,true
:baggage_claim:,true
:baguette_bread:,true
:bahamas:,false
:bahrain:,false
:balance_scale:,true
:balloon:,true
:ballot_box:,true
:ballot_box_with_check:,true
:bamboo:,true
:banana:,true
:bangbang:,true
:bangladesh:,false
:bank:,true
:bar_chart:,true
:barbados:,false
:barber:,true
:baseball:,true
:basecamp:,false
:basecampy:,false
:basketball:,true
:basketball_man:,true
:basketball_woman:,true
:bat:,true
:bath:,true
:bathtub:,true
:battery:,true
:beach_umbrella:,true
:bear:,true
:bed:,true
:bee:,true
:beer:,true
:beers:,true
:beetle:,true
:beginner:,true
:belarus:,false
:belgium:,false
:belize:,false
:bell:,true
:bellhop_bell:,true
:benin:,false
:bento:,true
:bermuda:,false
:bhutan:,false
:biking_man:,true
:bike:,true
:biking_man:,true
:biking_woman:,true
:bikini:,true
:biohazard:,true
:bird:,true
:birthday:,true
:black_circle:,true
:black_flag:,true
:black_heart:,true
:black_joker:,true
:black_large_square:,true
:black_medium_small_square:,true
:black_medium_square:,true
:black_nib:,true
:black_small_square:,true
:black_square_button:,true
:blonde_man:,true
:blonde_woman:,true
:blossom:,true
:blowfish:,true
:blue_book:,true
:blue_car:,true
:blue_heart:,true
:blush:,true
:boar:,true
:boat:,true
:bolivia:,false
:bomb:,true
:book:,true
:bookmark:,true
:bookmark_tabs:,true
:books:,true
:boom:,true
:boot:,true
:bosnia_herzegovina:,false
:botswana:,false
:bouquet:,true
:bowing_man:,true
:bow_and_arrow:,true
:bowing_man:,true
:bowing_woman:,true
:bowling:,true
:bowtie:,false
:boxing_glove:,true
:boy:,true
:brazil:,false
:bread:,true
:bride_with_veil:,true
:bridge_at_night:,true
:briefcase:,true
:british_indian_ocean_territory:,false
:british_virgin_islands:,false
:broken_heart:,true
:brunei:,false
:bug:,true
:building_construction:,true
:bulb:,true
:bulgaria:,false
:bullettrain_front:,true
:bullettrain_side:,true
:burkina_faso:,false
:burrito:,true
:burundi:,false
:bus:,true
:business_suit_levitating:,true
:busstop:,true
:bust_in_silhouette:,true
:busts_in_silhouette:,true
:butterfly:,true
:cactus:,true
:cake:,true
:calendar:,true
:call_me_hand:,true
:calling:,true
:cambodia:,false
:camel:,true
:camera:,true
:camera_flash:,true
:cameroon:,false
:camping:,true
:canada:,false
:canary_islands:,false
:cancer:,true
:candle:,true
:candy:,true
:canoe:,true
:cape_verde:,false
:capital_abcd:,true
:capricorn:,true
:car:,true
:card_file_box:,true
:card_index:,true
:card_index_dividers:,true
:caribbean_netherlands:,false
:carousel_horse:,true
:carrot:,true
:cat:,true
:cat2:,true
:cayman_islands:,false
:cd:,true
:central_african_republic:,false
:chad:,false
:chains:,true
:champagne:,true
:chart:,true
:chart_with_downwards_trend:,true
:chart_with_upwards_trend:,true
:checkered_flag:,true
:cheese:,true
:cherries:,true
:cherry_blossom:,true
:chestnut:,true
:chicken:,true
:children_crossing:,true
:chile:,false
:chipmunk:,true
:chocolate_bar:,true
:christmas_island:,false
:christmas_tree:,true
:church:,true
:cinema:,true
:circus_tent:,true
:city_sunrise:,true
:city_sunset:,true
:cityscape:,true
:cl:,true
:clamp:,true
:clap:,true
:clapper:,true
:classical_building:,true
:clinking_glasses:,true
:clipboard:,true
:clock1:,true
:clock10:,true
:clock1030:,true
:clock11:,true
:clock1130:,true
:clock12:,true
:clock1230:,true
:clock130:,true
:clock2:,true
:clock230:,true
:clock3:,true
:clock330:,true
:clock4:,true
:clock430:,true
:clock5:,true
:clock530:,true
:clock6:,true
:clock630:,true
:clock7:,true
:clock730:,true
:clock8:,true
:clock830:,true
:clock9:,true
:clock930:,true
:closed_book:,true
:closed_lock_with_key:,true
:closed_umbrella:,true
:cloud:,true
:cloud_with_lightning:,true
:cloud_with_lightning_and_rain:,true
:cloud_with_rain:,true
:cloud_with_snow:,true
:clown_face:,true
:clubs:,true
:cn:,false
:cocktail:,true
:cocos_islands:,false
:coffee:,true
:coffin:,true
:cold_sweat:,true
:boom:,true
:colombia:,false
:comet:,true
:comoros:,false
:computer:,true
:computer_mouse:,true
:confetti_ball:,true
:confounded:,true
:confused:,true
:congo_brazzaville:,false
:congo_kinshasa:,false
:congratulations:,true
:construction:,true
:construction_worker_man:,true
:construction_worker_man:,true
:construction_worker_woman:,true
:control_knobs:,true
:convenience_store:,true
:cook_islands:,false
:cookie:,true
:cool:,true
:policeman:,true
:copyright:,true
:corn:,true
:costa_rica:,false
:cote_divoire:,false
:couch_and_lamp:,true
:couple:,true
:couple_with_heart_woman_man:,true
:couple_with_heart_man_man:,true
:couple_with_heart_woman_man:,true
:couple_with_heart_woman_woman:,true
:couplekiss_man_man:,true
:couplekiss_man_woman:,true
:couplekiss_woman_woman:,true
:cow:,true
:cow2:,true
:cowboy_hat_face:,true
:crab:,true
:crayon:,true
:credit_card:,true
:crescent_moon:,true
:cricket:,true
:croatia:,false
:crocodile:,true
:croissant:,true
:crossed_fingers:,true
:crossed_flags:,true
:crossed_swords:,true
:crown:,true
:cry:,true
:crying_cat_face:,true
:crystal_ball:,true
:cuba:,false
:cucumber:,true
:cupid:,true
:curacao:,false
:curly_loop:,true
:currency_exchange:,true
:curry:,true
:custard:,true
:customs:,true
:cyclone:,true
:cyprus:,false
:czech_republic:,false
:dagger:,true
:dancer:,true
:dancing_women:,true
:dancing_men:,true
:dancing_women:,true
:dango:,true
:dark_sunglasses:,true
:dart:,true
:dash:,true
:date:,true
:de:,false
:deciduous_tree:,true
:deer:,true
:denmark:,false
:department_store:,true
:derelict_house:,true
:desert:,true
